Waktu,Ulasan,Pengguna,jtmC98,T79_5U,HcSdrS src (6),HcSdrS src (7),HcSdrS src (8)
"2025-05-02 22:30 | Variasi: Hitam kilap,L (59-60)","Pengait helmnya ada yg hilang atau memang tidak ada ya? Designnya sesuai ada dobel kaca mata hitamnya..
Terimakasih seller.",maylananur1610,,,,,
"2024-10-09 14:27 | Variasi: Hitam kilap,M (57-58)",,dea2123,,,,,
"2023-10-25 17:01 | Variasi: Abu abu dop,L (59-60)",,,,,,,
"2024-04-15 20:28 | Variasi: Abu abu dop,L (59-60)",Alhamdullah paket sudah mendarat sudah di cek sesuai pesanan  pengemasan sangat rapi  mantap terimaksih buat tokonya dan buat bg kurir terimakasih Shopee,muhamad.riadi,,,,,
"2024-07-11 18:47 | Variasi: Ice blue,XL (61-62)",Aku suka sekali cuman warna agak beda sedikit GK apa apa debesss,fikoptra,,,,,
"2023-03-11 15:07 | Variasi: Biru tua dop,XL (61-62)",Produk sesuai pesanan dan deskripsi pokoknya recomended deh pokoknya,siswo11alfarizi,,,,,
"2025-02-05 17:16 | Variasi: Hitam kilap,L (59-60)","Visualnya udah keren,, untuk kualitasnya sesuai harga lah.. Pengiriman jg cepat 👍",9thka3zrhr,,,,,
"2025-07-22 11:13 | Variasi: Merah maron,L (59-60)",Helmnya mantap,nitasekoh,,,,,
"2025-05-14 16:07 | Variasi: Hitam dop,XL (61-62)",Packaging rapi aman sampai di tujuan dengan selamat 🫰,afrinaldy,,,,,
"2025-07-28 15:41 | Variasi: Abu abu kilap,L (59-60)","Helemnya bagus, dan harganya terjangkau 👍👍",widyaanjani2507,,,,,
"2026-02-06 08:37 | Variasi: Hitam dop,L (59-60)","Puas dengan pesanan karna sesuai, terimakasih seller",puthut_arsanto28,,,,,
"2023-02-13 15:50 | Variasi: Merah maron,M (57-58)","Pengiriman aman lengkap dengan bubble wrap, makasih seller.",adi2323,,,,,
"2024-02-12 19:13 | Variasi: Hitam kilap,XL (61-62)",sesuai pesanan,botill71,,,,,
"2024-08-22 09:34 | Variasi: Hitam kilap,M (57-58)","Baik dan sesuai, tanpa lecet. Terima kasih",ebet_varelnaiaki,,,,,
"2025-02-27 21:08 | Variasi: Abu abu kilap,M (57-58)",Beli di toko ini Pokok nya top deh gak bakal kecewa,samankurniawan,,,,,
"2024-07-15 12:24 | Variasi: Biru tua,M (57-58)","Mantap, moga awet, trmksh shope, seller dan kurir",m.ramlihsh.subelij,,,,,
"2024-04-08 19:44 | Variasi: Abu abu dop,XL (61-62)",Alhamdulillah barang dateng dengan selamat kurir🚴📦 nya pun Rama sukses selalu untuk toko nya,3p72y7g4z0,,,,,
"2025-05-26 21:43 | Variasi: Hitam dop,XL (61-62)","Diterima dgn kondisi baik, bagus banget helmnya, kacanya double visor oke banget deh gak nyesel beli helm ini 👍. Mksh seller, shopee & kurirnya. GBU 🙏.",wiwitwd298,,,,,
"2026-02-15 19:14 | Variasi: Maron dop,L (59-60)","Puas dengan Produk nya, Toko nya Amanah",iyanksp663,,,,,
"2023-02-24 16:37 | Variasi: Hitam dop,M (57-58)","Oke juga dan sesuai dengan harga, sampai dengan selamat..",inshadecoration,,,,,
"2024-08-10 10:33 | Variasi: Abu abu dop,XL (61-62)",Makasih seller,sonny_wijay4,,,,,
"2024-03-14 10:28 | Variasi: Hitam dop,XL (61-62)","Sukses terus seller, Terima kasih  pak 🙏💕kurir",budiharono,,,,,
"2024-02-09 12:14 | Variasi: Abu abu kilap,L (59-60)",Trimakasih paket sudah sampai cepet barang sampai dg selamat tidak lecet bagus bagus tp untuk setiker helm nya ngelupas,rahayu.tb,,,,,
"2024-12-15 07:40 | Variasi: Hitam kilap,L (59-60)","Ukuran nya pas, nyaman dipakai untuk berkendara 
Kuharap awet dipakai setiap saat mau pergi berkendara",hotbasamarbun,,,,,
"2023-09-12 13:18 | Variasi: Maron dop,L (59-60)",Pengiriman cepat sesuai pesanan lumayan bagus barangnya.,yanahjasmine,,,,,
"2025-01-20 11:27 | Variasi: Hitam kilap,L (59-60)","Recommended barang yah sesuai dengan yang diinginkan dan Peking yah sangat aman,dan juga barang yah sangat bagus,gak bakal menyesal deh pokoknya sangat puas.",mamakalfatih830,,,,,
"2023-02-20 15:26 | Variasi: Hitam dop,L (59-60)",Barang sdh sampai pengiriman cepat,harlessegah,,,,,
"2025-03-24 18:16 | Variasi: Biru tua dop,M (57-58)",Pengiriman agak lama TPI ga pa pa yg penting dah sampai harga terjangkau seller baik kurir ramah dan sopan semoga awet bisa buat langganan buat sellernya semoga tambah jaya,ybudi4631,,,,,
"2025-08-11 11:03 | Variasi: Biru tua dop,M (57-58)","Paket dah sampai gak ada cacat, keren dg harga segini, pokoknya wowwww. Makasih shopee n seller. . .",adi_batra,,,,,
"2022-12-15 13:47 | Variasi: Hijau Armi dop,M (57-58)","Mantap...barang sesuai dengan harga,pengiriman cepat",kristian_saputro,,,,,
"2024-08-22 15:53 | Variasi: Abu abu kilap,L (59-60)","Helm sudah datang, warna sesuai pesanan. Sekilas bagus, untuk performa belum tahu untuk ketahanannya, semoga awet. Ada 2 kaca, luar dan dalam. Terima kasih buat tokonya.",idaayuokatirtawati592,,,,,
"2023-05-11 09:37 | Variasi: Maron dop,XL (61-62)","Alhamdulillah paket sdh diterima dengan baik, bagus, sesuai, dn amanah buat toko dan shoppe. 

Semoga makin jaya dn sukses.. Aamiin

Next order lagi buat helm anak n istri..",mugiyono233,,,,,
"2025-06-09 20:01 | Variasi: Hitam dop,M (57-58)","Pesanan sampai, paking aman, respon cepat, harga bersaing. Mudah2an awet dan tahan lama. Rekom seller. Tks",jerry_dragon,,,,,
"2024-09-09 20:17 | Variasi: Hitam kilap,M (57-58)",Warna sesuai pesanan helm sesuai harga,ern7q0q2we,,,,,
"2025-05-23 17:11 | Variasi: Hitam kilap,XL (61-62)",,,,,,,
"2024-03-29 15:32 | Variasi: Hitam kilap,M (57-58)",Udah macam kek ink asli ini mah🥺🥰mkasih seller 😍,elidiyah473,,,,,
"2025-01-10 20:16 | Variasi: Abu abu dop,XL (61-62)","👍👍👍👍 ok punya,TKS tokoh dn shopee.. berseta kurir..",danudiko222,,,,,
"2023-12-25 21:35 | Variasi: Merah ferari,L (59-60)",Alhamdulillah....  pesanan saya telah sampai  sesuai prediksi ... terima kasih untuk semua yang terkait telah mudahkan proses belanja saya ... saya suka suka banget...,6ak2om0fa4,,,,,
"2024-12-27 21:53 | Variasi: Hitam dop,M (57-58)","Respon penjual garcep, paking rapi pengiriman cepat , thanks shopee",,,,,,
"2025-01-18 19:34 | Variasi: Abu abu kilap,L (59-60)","Alhamdulillh helm'y udh dtg, brg bagus dan pengiriman'y cepat.. Mksih bwt shopee, seller m mas kurir.. Reccomended bgt..",heni_heru12,,,,,
"2024-06-24 15:02 | Variasi: Hitam kilap,M (57-58)","Sempat degdegan, ternyata barangnya bagus dan pas dikepala saya
Terimakasih",,,,,,
"2025-04-02 12:54 | Variasi: Putih,M (57-58)","Makasih barang sesuai gambar biar bukan orinya tapi kwalitas nya bagus,  klu ORI talinya tebal, merk nya bukan stiker tempelan yang mudah di lepas, tapi ok lah buat keamanan kendaraan, makasih buat Abang kurir nya paket sampai rumah",m.yahya299,,,,,
"2024-01-04 15:44 | Variasi: Merah maron,L (59-60), Merah maron,XL (61-62)",Terimakasih helm udah datang kurang besar dikit yg satu pas.. UK XL dan L,faisoljayafarm,,,,,
"2023-01-10 23:27 | Variasi: Hitam kilap,M (57-58)",Barang sesuai pesanan dan pengiriman cepat,endangfirmansyahh,,,,,
"2023-12-18 22:42 | Variasi: Putih,M (57-58)",Recommand  deh,nsdiyh6dw0,,,,,
"2024-05-30 21:09 | Variasi: Hitam dop,L (59-60)","Makasih banyak mase,, 🙏🙏,",,,,,,
"2023-12-30 15:39 | Variasi: Maron dop,L (59-60)",Barang dateng dg kondisi baik sesuai dengan reques toko amanah pengiriman lancar kurir ramah alkhamdulilah,,,,,,
"2023-01-31 10:30 | Variasi: Hitam dop,XL (61-62)",Pesanan sudah sampai di tujuan,lintaspertanian,,,,,
"2023-10-07 17:32 | Variasi: Maron dop,L (59-60), Hitam dop,XL (61-62)",,etik_laksa,,,,,
"2024-05-18 18:20 | Variasi: Biru tua,M (57-58)",Sangat bagus,,,,,,
"2024-05-02 19:48 | Variasi: Hitam kilap,XL (61-62)","First beli helm dioLshop awal.n ragu takut rusak lah, gak muat lah but, akhir.n coba² beli pas datang ternyata lumayan bagus loh,,,
Warna, ukuran sesuai permintaan dan packaging.n rapi dibungkus dengan bubble wrap,,
Semoga awet², tengkiyu resseler,,",rubyrobiyah,,,,,
"2023-10-23 14:30 | Variasi: Biru tua dop,XL (61-62)","Alhamdulillah....bagus, suami aku suka banget, recomended👍👍👍👍👍",maryani290784,,,,,
"2025-06-22 20:44 | Variasi: Hitam dop,XL (61-62)","Terima kasih seller, semoga bermanfaat dan awet",djiezu,,,,,
"2024-06-18 13:49 | Variasi: Hitam kilap,XL (61-62)",,nurmalia_siregar78,,,,,
"2023-02-11 20:33 | Variasi: Pink magenta,M (57-58)",,,,,,,
"2025-01-27 15:33 | Variasi: Abu abu dop,XL (61-62)","Terimakasih saya ucapkan untuk lapak penjual dan petugas kurir yang sudah mengantarkan barang yang saya pesan sudah datang dalam keadaan baik dan lengkap. Sukses selalu 🙏🙏🙏🙏🙏


Lumayan sih dengan harga begini, dapat helm menarik seperti ini.",,,,,,
"2023-12-18 07:56 | Variasi: Kuning stabilo,XL (61-62)","Dari luar kelihatan bagus , dari dalam ternyata biasa saja. Dalaman nya cenderung seperti helm yg di jual di pinggir jalan. Ga dapat box original. Ada harga ada kwalitas.",,,,,,
"2025-12-19 08:27 | Variasi: Putih,L (59-60)",Bagus moderen harga murah tpi tidak murahan cocok untuk bepergian,yantieyanti526,,,,,
"2024-11-11 19:51 | Variasi: Kuning stabilo,L (59-60)",,m6vt1udrmf,,,,,
"2024-03-02 14:52 | Variasi: Hitam kilap,XL (61-62)",Sesuai ekspektasi. Barang sampai dengan selamat alias Tidak ada yang pecah,riza75boy,,,,,
"2025-06-06 10:08 | Variasi: Hitam dop,M (57-58)","Helm nya bagus. Kwalitas sesuai harga, semoga awet",yuli_baskoro,,,,,
"2024-07-06 16:05 | Variasi: Abu abu kilap,L (59-60)","Alhamdulillah pesenan sudah sampai dan bagus ya, cuma gabus dalamnya yang biasa, sesuai lah dengan harga, lumayan murah, semoga awet dan tahan lama",pede2018,,,,,
"2023-12-06 20:01 | Variasi: Hitam kilap,XL (61-62)",Saya suka sekali modelnya pengiriman CPT kualitas sangat baik,5rxel8g6fi,,,,,
"2024-01-30 11:26 | Variasi: Hitam kilap,L (59-60)","Pengiriman cepat dan aman, barang kondisi baik",kamilaja671,,,,,
"2023-12-10 06:20 | Variasi: Merah maron,XL (61-62)","Packing nya bagus,aman banget untuk pengiriman nya.
Untk harga baik sekaliz recommended banget untk beli helm disni lagi.",,,,,,
"2023-10-29 16:55 | Variasi: Hitam dop,M (57-58)",Sesuai harga kualitas lumayan ok..kaca penutup agak seret.gak begitu berat sih.,suzanazan,,,,,
"2023-02-22 17:00 | Variasi: Hitam dop,M (57-58)",Gak tau salah dmnanya helm pecah ada gambarnya,rhizzal_athaya,,,,,
"2023-10-01 16:54 | Variasi: Ice blue,M (57-58)",Respon penjualan sangat baik2,aqila2810,,,,,
"2024-01-18 22:12 | Variasi: Hitam kilap,XL (61-62)",Kualitas helm baik.bahan tebal.harga bersahabat.pelayanan baik.packing sangat rapi dan pengiriman cepat.tenks,,,,,,
"2026-03-04 19:23 | Variasi: Hitam kilap,XL (61-62)",Bagus dan kren tampilan,anyclaludhati,,,,,
"2023-04-14 18:13 | Variasi: Abu abu kilap,M (57-58)","Worth it lah buat hrga bgtu... Bedanya sama yg lain, yg ini lbh ringan dan busa dlm nya agk tipis... Tpi gk apa2... Lagi marak2 helm hlg jdi bgnian aja sdh baik😁😁 mksih kk untuk plhan wrna nya.. Trnyta pemlliknya suka wrna maroon juga",ippend,,,,,
"2023-05-09 17:28 | Variasi: Abu abu kilap,L (59-60)","Barangnya bagus, penjualannya ramah terimakasih saya sangat suka🥰",fikiyano98,,,,,
"2025-04-29 09:33 | Variasi: Hitam dop,XL (61-62)","Barang sesuai pesanan. Tidak ada yang cacat.
Pas dipakai.Ringan",zcf334x2wv,,,,,
"2023-10-16 14:41 | Variasi: Ice blue,XL (61-62)",Kualitas sesuai dengan harga. Diterima dalam kondisi baik sesuai dengan kebutuhan. Pengiriman cepat.,yumardi,,,,,
"2023-09-03 17:24 | Variasi: Abu abu kilap,L (59-60)",,dialova81,,,,,
"2023-01-25 05:55 | Variasi: Putih,L (59-60)",Helmnya sesuai harga ya pak mungkin yang seratus ribuan seperti ini kalo mau lebih bagus dan nyaman lagi harganya lebih tinggi kali ya,muhammadjahidi,,,,,
"2024-04-21 19:06 | Variasi: Abu abu kilap,M (57-58)","Barang ya bagus banget Bosque .
Terimakasih byk good job",,,,,,
"2025-05-10 14:42 | Variasi: Abu abu kilap,L (59-60)",,mbenksha,,,,,
"2023-08-04 06:59 | Variasi: Hijau Armi dop,XL (61-62)","Barang sesuai spec, kurir cepat. Sukses buat seller dan kurirnya",anakkos069,,,,,
"2025-04-24 17:44 | Variasi: Kuning stabilo,XL (61-62)","Trims Bosquee Murah tapi ga murahan
Produk sesuai deskripsi pengiriman cepat",royantoni69,,,,,
"2025-07-14 17:32 | Variasi: Hitam dop,M (57-58)","Terima kasih,,toko amanah,berfungsi semua",,,,,,
"2025-09-19 17:39 | Variasi: Merah maron,L (59-60)","Paket datang sesuai dengan pesanan dengan keadaan baik, respon penjual dan pengiriman nya cepat, terimakasih toko nya sudah amanah.",j2769ztu6r,,,,,
"2025-04-08 10:42 | Variasi: Hitam kilap,XL (61-62)","Bgus,lmyan dengn hrga sgitu",ndahindahindah549,,,,,
"2025-05-02 12:32 | Variasi: Hitam kilap,XL (61-62)",Helm nya sudah sampe bagus bgt modelnya keren harganya murah lagi semoga awet,sr1suwartini,,,,,
"2024-10-12 16:23 | Variasi: Kuning stabilo,M (57-58)",,murliyandapasaribu,,,,,
"2023-08-29 18:06 | Variasi: Biru tua dop,M (57-58)","Lumayan lah ,pengiriman cepat gak berat juga nggak ringan jadi gak bikin pusing kalo di pake lama 
Cuma packing sedikit penyok kardusnya 
Terimakasih",rizalfauzyrachman,,,,,
"2025-05-15 17:14 | Variasi: Hijau Armi dop,XL (61-62)","Alhamdulillah paket udah sampai dg selamat sesuai pesanan, helmnya bagus dan cocok untuk  aku antar jemput anak sekolah, makasih ya seller dan kurir, semoga amanah dan sukses selalu...",wawinda115,,,,,
"2025-07-13 20:20 | Variasi: Hitam kilap,L (59-60)","Saya kirain Barangnya baru , ternyata gak sesuai ekspektasi. Helmnya lama / GK terpakai habis tu retorasi(diperbaiki) agak kecewa . Tapi gak pp lah soalnya harga 100rb juga , di tempat saya harga helm merek ink 250-300rb , bolehlah.",muhammaddzakki561,,,,,
"2024-03-15 20:59 | Variasi: Biru tua,XL (61-62)",,anwarsadat091,,,,,
"2025-05-01 00:39 | Variasi: Hitam kilap,M (57-58)",Bagikan penilaianmu dan bantu pengguna lain untuk menentukan pilihan yang lebih baik,cahyo_herlambang,,,,,
"2024-12-17 06:37 | Variasi: Abu abu kilap,L (59-60)","Helm ink sdh sampai, lumayan dpt hrg murce, semoga awet terimakasih",balqisalmayra,,,,,
"2024-08-04 16:39 | Variasi: Pink magenta,XL (61-62)","MANTAPLAH NIH KK 👍❤️💕
MAKASIH KA",,,,,,
"2022-12-16 17:37 | Variasi: Putih,L (59-60), Hitam kilap,L (59-60)","Recomend buat yg mau beli helm, barangnya keren, toko nya amanah dan fast respond",ella0689,,,,,
"2025-05-29 11:22 | Variasi: Abu abu dop,XL (61-62)",Terimakasih atas amanah nya toko 🙏🙏,bertosingaa,,,,,
"2023-12-09 06:03 | Variasi: Hijau Armi dop,XL (61-62)",Biar bintang berbicara,mrezafadilla,,,,,
"2024-07-17 21:18 | Variasi: Merah maron,XL (61-62)",Terbaik dan terbaik. Terima kasih banyak seller,hasan_sach,,,,,
"2024-07-20 12:30 | Variasi: Abu abu kilap,M (57-58)","Sangat rekomen,, barangnya bagus. 
Packing aman. Sukses selalu",mq3qztgps_,,,,,
"2025-06-22 16:03 | Variasi: Hitam kilap,XL (61-62)",Sebuah produk yg sesuai kegunaan nya,dianoktvi,,,,,
"2023-12-27 12:15 | Variasi: Putih,XL (61-62)",Semoga awet dan tahan lama shope yang terbaik kurirnya ramah ramah🙏,aczdgbp9nv,,,,,
"2025-01-20 19:39 | Variasi: Biru tua dop,XL (61-62)",Sangat puas. Pengirman aman,iwandarmanto,,,,,
"2025-05-10 14:52 | Variasi: Hitam kilap,M (57-58)",,_kvmtkkv62,,,,,
"2025-03-14 19:50 | Variasi: Abu abu kilap,L (59-60)",Bagus sangat amanah sekali tidak mengecewakan,althafsalman,,,,,
"2024-02-18 19:39 | Variasi: Abu abu dop,L (59-60)",,rully7712,,,,,
"2025-06-17 10:33 | Variasi: Hitam kilap,XL (61-62)",Helmnya bagus asli dr pabrik. Kurirnya asyik sprti tmn sndri pdhl baru pertama krm. Biasanya Andre,sukadiefendi943,,,,,
"2023-04-28 22:20 | Variasi: Hitam kilap,L (59-60)",,agusdjoe,,,,,
"2024-07-09 18:01 | Variasi: Hitam dop,L (59-60)",Produk sesuai pesanan dan deskripsi. Waktu pengiriman standar kurir.,berkah_ngonten,,,,,
"2023-09-02 16:38 | Variasi: Biru tua dop,L (59-60)",Terimakasih paket udah sampai di rumah semoga bermanfaat dan awet,,,,,,
"2025-07-25 11:10 | Variasi: Putih,XL (61-62)",Paketan saya sdh sampai dengan aman dan selamat serta cepat. Pelayanan prima dan sopan serta amanah. Memang toko yg sangat rekomended. Sukses selalu buat agan. Makasih banyak ya gan,ghoestut,,,,,
"2022-12-14 10:21 | Variasi: Putih,XL (61-62)",Recommend buat yg lain dg helm ini👍,teuapalpisan,,,,,
"2023-01-07 15:38 | Variasi: Hijau Armi dop,XL (61-62)","barang oke banget, hrg murah,",rosalindatabarus,,,,,
"2023-03-24 19:21 | Variasi: Kuning stabilo,L (59-60)","Helm ink double kaca double visor bagus helm nya, kurir kurang bagus",,,,,,
"2024-01-14 15:45 | Variasi: Hitam kilap,L (59-60)","Pakcing rapi dan aman,sesuai variasi,kualitas okee,pengiriman cepat,sampay juga cepat,mamtap",hairiah89,,,,,
"2025-01-25 23:56 | Variasi: Hitam kilap,L (59-60)",Ke depan nya di sempurnakan lagi om untu stiker nya biar anti air,langgengjayaspareparts,,,,,
"2023-09-12 20:39 | Variasi: Hitam dop,XL (61-62)","Sekilas nampak bagus sih, cuman ya gitu, sesuai dengan harga",massofy,,,,,
"2023-10-10 05:47 | Variasi: Pink stabilo,M (57-58)","Terimakasih seller
Barang sudah d terima
Hanya saja sepertinya kegedean untuk saya ukuran M😄😄😄",kenzykeenan,,,,,
"2023-04-02 16:19 | Variasi: Hitam kilap,L (59-60)","Helemnya bagus bgt , sesuai dengan pesanan ,
Mantap bgt harga murah tapi bagus",shopupa,,,,,
"2024-04-18 16:25 | Variasi: Hijau Armi dop,M (57-58)",Keren bgt ..  helm nya ringan ga berat di kepala,suparjoparjo539,,,,,
"2025-12-12 18:21 | Variasi: Hitam dop,XL (61-62)","Alhamdulillah mantul helm nya, double visor murah + free ongkir. Cuma sayang kekecilan jadi buat anak aja kebetulan minta helm juga. Thanks seller dan shopee",vix.achmad,,,,,
"2023-03-19 17:47 | Variasi: Merah maron,L (59-60)",Sesuai dengan harga,sem_sila,,,,,
"2026-04-10 12:39 | Variasi: Hitam kilap,XL (61-62)","Alhamdulillah jadilah untuk punya2 helm kalo pergi2 gak pinjam omtetangga lagi hahaaha,, jadi lah walau hanya ink kW hehee🙏",qoriah123456,,,,,
"2025-06-07 18:12 | Variasi: Biru tua,M (57-58)",Aman nyaman mudah mudahan awet,arrozaq589,,,,,
"2023-03-29 18:22 | Variasi: Putih,XL (61-62)",Helm Ink sudah di terima dengan baik sesuai dengan pesanan harga bersahabat paking aman dan pelayanan ok terima kasih ya,,,,,,
"2025-04-12 11:04 | Variasi: Putih,L (59-60)",,mr.ndra007,,,,,
"2025-02-20 19:23 | Variasi: Hitam kilap,L (59-60)",Kualitas produk baik pengiriman produk cepat harga terjangkau paking rapi dan saya ucapkan terima kasih sukses selalu,isnoputra,,,,,
"2025-03-11 15:53 | Variasi: Hitam kilap,M (57-58)",Model helmnya keren abis..bagus bagus ..saya suka..makasih,daviddavid478,,,,,
"2023-04-03 18:02 | Variasi: Abu abu dop,M (57-58)",,hongkysuteja,,,,,
"2025-03-21 12:49 | Variasi: Hitam kilap,XL (61-62)","Barangnya bagus banget, pengirimannya cepat, kurirnya ramah, shopee  oke, terimakasih.",salimms130,,,,,
"2023-11-30 21:36 | Variasi: Maron dop,L (59-60)",Barang nya bagus.. Mantab... Mudah2an pesan lagi gan....,fahrudinrimayanto82,,,,,
"2025-12-14 12:25 | Variasi: Putih,XL (61-62)","Mantap sesuai pesanan,cuman di jln nya lama banget mau seminggu, tapi DTG dg aman terimakasih...",sheefa1990,,,,,
"2026-04-09 10:49 | Variasi: Ice blue,L (59-60)",Sedikit kecewa kk. Karna tidak ekspektasiku,,,,,,
"2023-10-05 11:02 | Variasi: Abu abu kilap,XL (61-62)",,ziblackariez,,,,,
"2023-12-09 18:21 | Variasi: Putih,L (59-60)",Terima kasih yang sebesar-besarnya,iyyrqzqid9,,,,,
"2024-07-25 14:53 | Variasi: Abu abu dop,M (57-58)",,sukri1981,,,,,
"2025-07-28 20:16 | Variasi: Putih,L (59-60), Hitam kilap,L (59-60)","Jangan ragu belanja di toko ini.,",adventurbay,,,,,
"2023-12-17 00:32 | Variasi: Hitam kilap,L (59-60)",,nadinurdiansyah,,,,,
"2024-02-15 09:50 | Variasi: Hijau Armi dop,XL (61-62)","Maaf telat Tidk bisa berkatta2 hanya ⭐⭐⭐⭐⭐yg berbicara👍👍👍👍👍
Pengiriman cepat ⭐⭐⭐⭐⭐👍👍👍👍👍
Kurir ⭐⭐⭐⭐⭐👍👍👍👍👍",mzainuhin,,,,,
"2024-01-10 12:11 | Variasi: Hitam kilap,M (57-58)",Sudah di Terima helm ini dobel kaca dengan baik dan aman. Pengemsan cepat dan rapi. Respon penjual sangat bagus Terima kasih,0603_1978,,,,,
"2025-10-24 00:46 | Variasi: Biru tua,L (59-60)","Silakan bagi rekan "" Yang membutuhkannya segera order jangan ragu barang sesuai dengan postingan, murah tapi bagus, sangat nyaman untuk berkendara sepeda motor, ada 2 mika didepan, didesain untuk berkendara do siang dan malam hari",slametsudiyono827,,,,,
"2024-08-16 16:25 | Variasi: Biru tua dop,L (59-60)",Alhamdulillah toko nya amanah helm nya di kirim sesuai pesanan sukses buat toko nya,bangsinyo85,,,,,
"2024-08-18 17:30 | Variasi: Abu abu dop,L (59-60)","Bagus utk harga segitu.
Utk kualitas jgn berharap banyak sama dengan helm2 ori.",yosiu50,,,,,
"2025-04-09 12:23 | Variasi: Abu abu dop,L (59-60)",Cocok sekali sama suamiku ternyata helem nya sebagus ini next order lagi,luna_12345,,,,,
"2025-07-13 14:39 | Variasi: Hitam kilap,M (57-58)",,liliyanikarim,,,,,
"2026-04-14 09:56 | Variasi: Hitam dop,XL (61-62)","Suka bgt 
Pengemasan pn baik",itapurwasiheka,,,,,
"2025-03-20 23:54 | Variasi: Hitam kilap,M (57-58)",Alhamdulillah barang smpe tanpa ad yg lecet...mantullll,naylafawwaza,,,,,
"2023-10-26 11:47 | Variasi: Putih,L (59-60)","Paket helem na sdh sampai,, barang ok ,, makasiii,,,, 👏👏👏",emaondonk,,,,,
